x,y
83.63499893502734,2117048.2934728125
52.680086205594364,442567.4276032323
-42.93393751424623,-97635.71618513511
86.00788461798425,2331212.427330678
-59.68129149712138,-193497.93068095314
59.312716084460334,658156.0278021808
63.30757983960834,819683.4280101032
-75.07767731618614,-260254.86697403138
-66.58102041171446,-229566.7963501604
-17.460786031338998,-9307.533740320176
-71.02083218177864,-248132.95063078552
75.3532886560285,1480721.8743993896
-83.81867574106472,-263696.6603990335
17.32990130016931,12221.266823151547
70.32229905356019,1170084.1253688969
-80.70641684315048,-266680.0376256087
96.28838991975809,3446119.922825413
3.881042427881013,141.0770584754403
-8.386261799066986,-1175.8569074480702
1.8550959664470241,32.14206890411235
-66.25121279346888,-228007.2795153291
-74.70607754568104,-259374.9189317633
76.04622172960953,1527765.7759668855
-13.011294806205314,-4084.676492997216
68.3272031839069,1061131.139499843
-90.8349670788853,-235142.29311907457
55.754693797723746,534869.7253849079
64.07923337897864,853901.2928008158
39.15622943099805,166156.9009833354
-91.14699209384696,-233059.29444343952
74.31804783923482,1412416.1709497168
-88.77149412084842,-247049.34743633578
-28.693456947695054,-35770.282535726765
-56.28188797504503,-173936.93605634038
30.69107740715694,75299.9464946926
-83.08560582252981,-264876.4939154705
20.808798133016438,21757.12314305372
-65.11356210035264,-222489.7760936214
23.524946594021998,32116.926236057363
60.04625060513277,685913.4056362112
-84.33240442299224,-262687.1955624889
-72.25362880383526,-252376.49229666387
87.67109732890162,2490471.7292217086
-33.69230858227017,-54103.58756889534
52.15871797288395,428141.98443360365
87.21693646639949,2446219.1135636414
-5.662671446190416,-384.6544794847811
71.91458781886931,1262692.2566448534
-85.1663239330661,-260710.1519251132
68.05587113361554,1046906.9771045
6.166844566349724,520.6153099235216
60.07167605742916,686888.6463298993
9.343323659089805,1805.1074722562319
38.04398204497119,151220.5263411634
-34.15807958126054,-56011.71759632131
45.50651770173778,272312.2006691894
-9.2403701334717,-1552.9452382802633
-32.168169956101494,-48096.220544302756
73.14159762149364,1337602.5885330332
-69.44996884461649,-242118.4675016485
2.121792316357272,36.85216077973344
24.339527297242043,35792.698542879145
88.96094951427338,2619341.8545037145
-74.34415439019673,-258474.11291620258
-37.500889762444324,-70651.34922924345
77.70725022581405,1644965.4390889714
-81.48773068321375,-266416.7513011739
10.077169637988902,2276.295771290153
60.083397735028285,687340.7995928494
-96.24032784392007,-187659.43674202313
51.51203331693321,410714.7856536058
-69.76742382821566,-243383.94150400604
92.08668166020112,2951811.86913901
-95.47437953436733,-195942.32166722906
95.55630154998059,3355929.4253919953
-81.9327657351961,-266126.785527435
-5.822016055081917,-416.24141934517445
89.69507674361853,2694829.093942952
75.90166416893439,1517868.1763411588
68.10983619811236,1049729.4535928136
47.50033260625432,313793.9552699253
-59.043109883627906,-189878.8422091699
-19.8980879356307,-13358.283228583741
-57.277129462413036,-179727.59127430443
-61.511381605080004,-203665.16565284244
3.2474592686346995,93.3509320502502
-59.061892766158785,-189985.9083703941
48.490842747236286,336006.1572489883
-99.66859266526393,-143649.72217422334
39.83807598380861,175818.55077178046
57.372754480038054,588651.932173811
-71.9151968992415,-251254.36248606959
-90.98919795612632,-234126.044949449
-53.29167708936184,-156376.7832890493
41.11121820563491,194924.61218435687
84.89368767476225,2228770.421497935
-99.72003176411903,-142895.78567793395
-36.938531471271354,-68076.66203948864
-2.018505075735419,-18.64830799047942
-74.90820515953105,-259861.41256027526
21.854399239605186,25411.156213955986
-9.932399714709646,-1904.6300273276472
10.576953101027485,2642.2494671239388
-6.37903756980775,-539.5776746073583
38.02077677930805,150923.21979199402
-38.327908094607196,-74517.21144466384
-59.376806363541654,-191773.3880346057
45.33840334186476,269006.2955244475
97.93073910523009,3654890.1075874213
58.93922705751521,644334.6745832628
65.33716415212817,911896.0247030465
75.08666543028355,1462907.9653948827
-40.174509567054464,-83482.59971408604
82.96897766006879,2059617.400752552
88.07591267251084,2530402.4139584764
-4.530276151873807,-206.6400718710766
18.962890024397126,16227.479162191956
-55.348753961633015,-168475.42156611968
69.61342541781463,1130482.2320193413
28.765515042412346,61119.2167850318
94.92756599027967,3279865.4334432767
13.950523930461173,6207.536641530424
63.093812676166436,810380.9746103102
4.098994068636557,162.66706633547827
-73.73525478828289,-256848.68442411133
-69.65084146442592,-242919.3691198124
-38.88063081872013,-77149.74525841491
70.24439022317529,1165684.028451381
-70.83867607050698,-247470.14800459458
-95.50184240759046,-195652.27495777578
31.71215675217195,83700.7276991496
-34.29074099454607,-56559.038294551676
-44.365924744718434,-105304.12223828436
-32.65472106280755,-49971.67426645465
-66.17914388344812,-227673.19866266026
-28.747789189249715,-35942.8754809883
35.41417074686538,119731.63820335151
18.958556508780504,16210.884531363217
29.41539762485715,65677.28763342538
72.7755782177575,1314930.2194214163
17.608166501362348,12850.583206914784
53.66873852232308,470883.17142064386
59.311421641543404,658104.2297075043
-12.034483826167602,-3280.7549224775507
9.095524671823327,1669.6344757045733
-62.62442168517816,-209671.58056271245
-36.02232206975802,-63978.17145367771
11.638400208115769,3544.4094358855496
-85.83712640110114,-258808.7570795153
58.87559319070917,642002.046712273
74.29341331172785,1410818.997028171
-6.030791706092998,-460.5444193860866
18.66270800281565,15430.757919202242
-41.36244563607241,-89466.2487377348
-12.020654242319594,-3263.476036448502
-68.64957964484759,-238803.6883435644
52.79856357888988,445891.4658344751
-57.38714875462827,-180364.75802980567
35.39964696002929,119572.65044832531
27.276938190837612,51529.17416279609
-68.44706871488127,-237939.2706907609
-63.00797093589787,-211705.07922621787
60.07535784612884,687031.6633078088
-12.036727488335146,-3281.438520322587
-59.420924948078515,-192026.5623691313
-83.92917528726727,-263495.14718939085
94.76048589139529,3259866.7445009905
94.74589685396037,3258125.1607289077
75.58469059513925,1496317.3548688483
26.462923744709244,46761.304442303626
-96.37481304052709,-186147.08204304895
48.544208603382344,337232.5178337434
-96.21082871365927,-187987.20946586048
73.82849727990495,1380926.5346087774
-35.11586191007106,-60035.96293337633
43.84798362888256,240931.17651126854
-67.15611066124922,-232224.80977698538
1.0315312003472172,18.000850214038667
-49.129906929825395,-132059.0297003399
-69.145786173016,-240875.19620181597
-10.869508715570959,-2458.155106299046
56.925471345371136,573413.8904311637
50.08194893747236,374006.40454462107
-45.574612232896826,-111924.33962424174
59.94530904084817,682044.0329230326
62.00027042885699,763984.9301133128
-3.7271824152326047,-117.93358200978552
-9.518692722667453,-1688.2920632250439
-86.24867416231852,-257505.49552130635
-52.69329075315519,-152859.91750928946
-88.17372188858461,-249922.10007473704
-80.58331663963958,-266698.72492836375
-85.35734799701532,-260200.58485633554
-97.96307725331684,-167007.6177766131
41.35906783912509,198802.47161434268
56.822751145022835,569955.1619263558
42.599279616432426,219075.14007291905
63.58752080551261,831979.208828227
66.06238735910273,946593.8477819902
70.95016791685592,1205986.633633695
-35.98066420366426,-63790.38387362977
-36.615011188704514,-66611.96128461265
-76.56586773927556,-263257.9871144539
27.98215511429251,55926.917647464186
-81.6428514624171,-266326.9640907485
-71.48575466269361,-249787.2790512697
97.81988017331707,3640519.6916034054
92.80333801605786,3032196.657393793
35.91576408946341,125342.48933404197
-74.44762262516586,-258741.90677755247
-41.0595190439808,-87922.55976618122
-6.098771848036492,-479.8175961902118
-29.59346386100323,-38773.14274857473
-50.76875710459572,-141574.82879890729
-66.74514779657798,-230332.16911272678
-57.77776999512343,-182626.23289929723
63.87578855812103,844786.8438718043
-7.029196901476496,-715.2958697374313
76.64943115174177,1569600.7496159133
45.9099826819818,280369.2664579486
52.876480452778225,448086.62568880414
51.378900416751435,407194.98781997495
98.86534506225834,3777757.3362041125
